id,features
2602,"[0.1594066470861435, 0.2870703935623169, 0.1148809939622879, 0.20978158712387085, 0.12823699414730072, 0.2597968876361847, 0.2705700695514679, 0.29995620250701904, 0.007230738643556833, 0.2718093693256378]"
2612,"[0.19061459600925446, 0.13663449883460999, 0.3833831250667572, 0.8423165082931519, 0.5108077526092529, 0.683479368686676, 0.5926610231399536, 0.6440887451171875, 0.0676746517419815, 0.7930271625518799]"
2622,"[0.42287445068359375, 0.46811914443969727, 0.20076052844524384, 0.7205460071563721, 0.27288660407066345, 0.32784929871559143, 0.2465987503528595, 0.9093073010444641, 0.23229897022247314, 0.33024922013282776]"
2632,"[0.14969730377197266, 0.2938286066055298, 0.8985735774040222, 0.9041525721549988, 0.6600192785263062, 0.8017048835754395, 0.21792569756507874, 1.0494457483291626, 0.6032318472862244, 0.0]"
2642,"[0.0968409925699234, 0.6656924486160278, 0.09297965466976166, 0.6128486394882202, 0.0691966637969017, 0.07535325735807419, 0.0002756150206550956, 0.2136823982000351, 0.4583697021007538, 0.5908705592155457]"
2652,"[0.0, 0.0, 0.0, 0.2709686756134033, 0.5517730116844177, 0.0, 0.0, 0.9251270294189453, 0.23061034083366394, 1.3176476955413818]"
2662,"[0.29571518301963806, 0.4288356304168701, 0.07069999724626541, 0.5913782119750977, 0.6091557741165161, 0.8083177208900452, 0.24292804300785065, 0.5037751793861389, 0.15450941026210785, 0.9049889445304871]"
2672,"[0.40656182169914246, 0.9428990483283997, 0.082746222615242, 0.36714690923690796, 0.2854610085487366, 0.34976640343666077, 0.13191770017147064, 0.6719983220100403, 0.1896200180053711, 0.3746306598186493]"
2682,"[0.22572198510169983, 0.43183907866477966, 0.2575862407684326, 0.5693259835243225, 0.5503621101379395, 0.5612568855285645, 0.14336538314819336, 1.1711801290512085, 0.38689884543418884, 0.5650230050086975]"
2692,"[0.5082642436027527, 0.5235586166381836, 0.3396734595298767, 0.42266201972961426, 0.39790207147598267, 0.48712217807769775, 0.5261794328689575, 1.1303212642669678, 0.1257486194372177, 0.5838447213172913]"
2702,"[0.2175726294517517, 0.10236028581857681, 1.0211313962936401, 0.2464081048965454, 0.35310742259025574, 0.4945864975452423, 0.2550213038921356, 0.7161485552787781, 0.3450477421283722, 0.5322378277778625]"
2712,"[0.5372658967971802, 0.031170224770903587, 0.5562307238578796, 0.07403092831373215, 1.0779078006744385, 0.5011968612670898, 0.7358362078666687, 0.3285132348537445, 0.10906091332435608, 0.582138180732727]"
2722,"[0.0040194131433963776, 0.8849616646766663, 0.2973644435405731, 0.3310442566871643, 0.43238306045532227, 0.159240260720253, 0.0, 0.21101440489292145, 0.10698394477367401, 0.8620792031288147]"
2732,"[0.5229034423828125, 0.2800864577293396, 0.44992056488990784, 0.882017195224762, 0.9193176627159119, 0.7698154449462891, 0.328768789768219, 0.5058786869049072, 0.402132511138916, 0.29052862524986267]"
2742,"[0.012021762318909168, 0.5860508680343628, 0.09147908538579941, 0.2172924429178238, 0.04303152114152908, 0.1294139325618744, 0.35440775752067566, 0.22128687798976898, 0.07859790325164795, 0.30259883403778076]"
2752,"[0.07661772519350052, 0.5353031158447266, 0.33429616689682007, 0.7628268599510193, 0.12080523371696472, 0.42789578437805176, 0.0, 0.5891284942626953, 0.1816697120666504, 0.5932415723800659]"
2762,"[0.4494597613811493, 0.9333723187446594, 0.29616057872772217, 0.5429482460021973, 0.16073349118232727, 0.6189471483230591, 0.6796865463256836, 0.6774219274520874, 0.0, 0.7661787271499634]"
2772,"[0.3627716898918152, 0.46144187450408936, 0.16434134542942047, 0.0, 0.39994171261787415, 0.0, 0.6807637810707092, 0.4540972411632538, 1.0546976327896118, 0.5709034204483032]"
2782,"[0.0, 0.04401751980185509, 0.0, 0.47943031787872314, 0.2756204307079315, 0.28567051887512207, 0.22866785526275635, 0.8438510894775391, 0.17089393734931946, 1.3232591152191162]"
2792,"[0.0, 0.5450736284255981, 0.03249694034457207, 0.08911294490098953, 0.03675055131316185, 0.030773334205150604, 0.6369338631629944, 0.6145514845848083, 0.5798205137252808, 0.8254216909408569]"
2802,"[0.22787673771381378, 0.6304367780685425, 0.3107718229293823, 0.3593815565109253, 0.23022837936878204, 0.5978507399559021, 0.30340293049812317, 0.3376205265522003, 0.1789906769990921, 0.6161800026893616]"
2812,"[0.2201799899339676, 1.1806931495666504, 0.3723217248916626, 0.4294395446777344, 0.41530588269233704, 0.559384286403656, 0.3001149296760559, 0.09050263464450836, 0.0, 0.2790282666683197]"
2822,"[0.6157364249229431, 1.0132545232772827, 0.3981742262840271, 0.46799418330192566, 0.09757295995950699, 0.07375518232584, 0.11166244745254517, 0.2029607743024826, 0.24219582974910736, 0.5642768740653992]"
2842,"[0.6846410632133484, 0.7326726913452148, 0.6460540890693665, 0.5001449584960938, 0.39649391174316406, 0.4837626814842224, 0.3098938763141632, 0.32218894362449646, 0.3593518137931824, 0.3241420388221741]"
2852,"[0.23201385140419006, 0.6340603232383728, 0.4457561671733856, 0.6550512909889221, 0.09643281251192093, 0.7062873840332031, 0.6215773820877075, 0.6197062134742737, 0.18341989815235138, 0.47721827030181885]"
2862,"[0.32133960723876953, 0.6756606698036194, 0.18313470482826233, 0.0, 0.5063977837562561, 0.0, 0.18075211346149445, 0.2711603045463562, 0.11598268151283264, 0.9493440985679626]"
2872,"[0.42036059498786926, 0.6068469882011414, 0.024327188730239868, 0.2947823703289032, 0.23495221138000488, 0.7334194183349609, 0.5265418887138367, 0.5924071073532104, 0.2424636334180832, 0.8307618498802185]"
2882,"[0.7897757887840271, 1.2665895223617554, 0.0, 0.26754841208457947, 0.0, 0.4732438325881958, 0.0, 0.3325464725494385, 0.4089667797088623, 0.0]"
2892,"[0.2629411816596985, 0.0, 0.8250108361244202, 0.582865297794342, 0.8581165075302124, 0.6952618956565857, 0.0, 0.8742953538894653, 0.9470869302749634, 0.0]"
2902,"[0.0, 0.3931616544723511, 0.06340979039669037, 0.31197643280029297, 0.3378891050815582, 0.27394863963127136, 0.016163751482963562, 0.35000771284103394, 0.12692438066005707, 0.8605122566223145]"
2912,"[0.17941825091838837, 0.20298424363136292, 0.5050876140594482, 0.06941365450620651, 0.6386778950691223, 0.6075598001480103, 0.44540542364120483, 1.1616005897521973, 0.3985157012939453, 0.3693927824497223]"
2922,"[0.25634101033210754, 0.7579038739204407, 0.1300373524427414, 0.07223334908485413, 0.18891000747680664, 0.8062494397163391, 0.3638257086277008, 0.7049780488014221, 0.2499932050704956, 0.7095247507095337]"
2932,"[0.35099080204963684, 0.1929890215396881, 0.500718891620636, 0.1581813246011734, 0.6765817403793335, 0.8360769748687744, 0.48176637291908264, 1.0793182849884033, 0.3114721179008484, 0.30298730731010437]"
2942,"[0.29504865407943726, 0.672913670539856, 0.24480785429477692, 0.9191067814826965, 0.0, 0.44278669357299805, 0.06417033821344376, 0.17619527876377106, 0.19927363097667694, 0.6617120504379272]"
2952,"[0.3268732726573944, 0.2382955253124237, 0.23262546956539154, 0.34218326210975647, 0.658433198928833, 0.9365710020065308, 0.6500644683837891, 0.7334974408149719, 0.011180960573256016, 0.3411232829093933]"
2962,"[0.0, 0.0, 0.19043414294719696, 1.123189091682434, 0.7954725027084351, 0.12824881076812744, 0.25547221302986145, 1.8542677164077759, 0.0, 0.03632030636072159]"
2972,"[1.0954174995422363, 0.0, 0.025857891887426376, 0.4261237382888794, 0.36879605054855347, 0.7069854140281677, 0.08278694748878479, 1.1848866939544678, 0.2746819257736206, 0.4350326657295227]"
2982,"[0.29679715633392334, 0.37474802136421204, 0.29332149028778076, 0.0528014712035656, 0.4729645848274231, 0.002623284701257944, 0.12344899773597717, 0.0, 0.31714072823524475, 0.8385782241821289]"
2992,"[0.4013158082962036, 0.20256772637367249, 0.013792481273412704, 0.2312709242105484, 0.6401314735412598, 0.0, 0.0, 0.48424819111824036, 0.7140933871269226, 0.7636524438858032]"
3002,"[0.0, 0.0, 0.0, 0.20812295377254486, 1.0497815608978271, 0.7096152901649475, 0.6816534399986267, 1.042145848274231, 0.0, 0.2860449552536011]"
3012,"[0.6108959913253784, 0.06973952800035477, 0.6160237789154053, 0.05354592204093933, 0.35362666845321655, 0.47447532415390015, 0.9392604827880859, 1.1218292713165283, 0.9873006939888, 0.10436553508043289]"
3022,"[0.21892406046390533, 0.3866473436355591, 0.0, 0.5386470556259155, 0.6313023567199707, 1.1477372646331787, 0.4734945595264435, 1.0093497037887573, 0.35065653920173645, 0.33304929733276367]"
3032,"[0.6351516842842102, 0.5221492052078247, 0.21072809398174286, 0.19772876799106598, 0.4622589945793152, 0.5270003080368042, 0.3289373219013214, 0.3847507834434509, 0.15118739008903503, 0.9089909195899963]"
3042,"[0.0, 0.1805117130279541, 0.3047260344028473, 0.08659486472606659, 0.12823404371738434, 0.011546207591891289, 0.06939682364463806, 0.0, 0.9610947966575623, 0.7348175644874573]"
3052,"[0.26575928926467896, 0.9537569880485535, 0.3234976530075073, 0.09990471601486206, 0.12207475304603577, 0.12620000541210175, 0.47066909074783325, 0.9957176446914673, 0.21178372204303741, 0.6622281670570374]"
3062,"[0.3482387065887451, 0.7995904684066772, 0.0871506929397583, 0.21838541328907013, 0.4097968637943268, 1.1005069017410278, 0.3271656930446625, 0.3779847323894501, 0.16869068145751953, 0.7686630487442017]"
3072,"[0.08158812671899796, 0.31393441557884216, 0.4439879059791565, 1.0049386024475098, 0.08175880461931229, 0.7204342484474182, 0.49331510066986084, 0.6912229061126709, 0.27110251784324646, 0.48784270882606506]"
3082,"[0.15595576167106628, 1.0920798778533936, 0.11285348236560822, 0.3044852912425995, 0.08218373358249664, 0.5020332336425781, 0.09945953637361526, 0.4379805326461792, 0.1841936856508255, 0.69119793176651]"
3092,"[0.0, 0.9721024632453918, 0.3119111955165863, 0.9750043749809265, 0.0, 0.7423396706581116, 0.718342125415802, 1.0312460660934448, 0.0, 0.06463436782360077]"
3102,"[0.6449410319328308, 0.6470602750778198, 0.4378976821899414, 0.3989560008049011, 0.24628402292728424, 0.4955521523952484, 0.45648589730262756, 0.3639693558216095, 0.13598179817199707, 0.8354971408843994]"
3112,"[0.8840665817260742, 0.1497139036655426, 0.8211951851844788, 0.8668487668037415, 0.0, 0.13130806386470795, 0.0, 0.42489537596702576, 0.11074557155370712, 0.8637121319770813]"
3122,"[0.0, 0.7861559987068176, 0.09551986306905746, 0.3197084367275238, 0.7126094698905945, 0.30368703603744507, 0.34842872619628906, 0.7405540347099304, 0.20209069550037384, 0.6132517457008362]"
3132,"[0.189189150929451, 0.6921163201332092, 0.4665820300579071, 0.4934719502925873, 0.4996804893016815, 0.6455971598625183, 0.3213363289833069, 0.42948174476623535, 0.20682668685913086, 0.6906567215919495]"
3142,"[0.6653432846069336, 0.6714129447937012, 0.7017699480056763, 0.6958505511283875, 0.0, 0.46624472737312317, 0.31166064739227295, 0.4883537292480469, 0.22799575328826904, 0.40978291630744934]"
3152,"[0.325722873210907, 0.03730433061718941, 0.4640250504016876, 0.6435039639472961, 0.5402380228042603, 1.0392882823944092, 0.432527095079422, 0.6985477805137634, 0.2815641462802887, 0.5060169696807861]"
3162,"[0.20717231929302216, 0.47079670429229736, 0.0, 0.3796781301498413, 0.0, 0.23180080950260162, 0.5008941292762756, 0.30503979325294495, 0.43629470467567444, 0.6706123352050781]"
3172,"[0.565035343170166, 0.687330961227417, 0.38279783725738525, 0.3952084481716156, 0.5408281087875366, 0.7276400923728943, 0.6018195748329163, 0.7846444845199585, 0.09518034011125565, 0.9420427680015564]"
3182,"[0.3892326056957245, 0.0, 0.0, 0.14620527625083923, 0.993882954120636, 0.5276868343353271, 0.7933452129364014, 1.0375038385391235, 0.45122256875038147, 0.48607152700424194]"
3192,"[0.9109438061714172, 0.2159608006477356, 0.4751778841018677, 0.8309885263442993, 0.0, 0.3830370306968689, 0.7194061875343323, 1.1198451519012451, 0.6071503758430481, 0.11269237101078033]"
3202,"[0.038402389734983444, 0.2827763259410858, 0.06532919406890869, 0.0, 0.06214752793312073, 0.0, 0.08843697607517242, 0.05254412442445755, 0.03255616873502731, 0.22174391150474548]"
3212,"[0.01803264394402504, 0.8790763020515442, 0.1372186243534088, 0.3259386718273163, 0.06454727798700333, 0.1941208839416504, 0.5316116213798523, 0.3319303095340729, 0.11789685487747192, 0.45389825105667114]"
3222,"[0.16516387462615967, 0.4411609172821045, 0.48295730352401733, 0.5788601040840149, 0.38499242067337036, 0.7121168375015259, 0.3871815800666809, 0.6034937500953674, 0.28944364190101624, 0.9843939542770386]"
3232,"[0.3152773082256317, 0.5960855484008789, 0.36358609795570374, 0.6672558784484863, 0.5392873287200928, 0.5525801181793213, 0.5047070980072021, 0.9153866767883301, 0.12116993963718414, 0.6602462530136108]"
3242,"[0.3750495910644531, 0.44436654448509216, 0.4033595323562622, 0.5113063454627991, 0.4572243094444275, 0.5050034523010254, 0.5271469950675964, 0.6104090809822083, 0.2923777997493744, 0.5386068820953369]"
3252,"[0.6241089701652527, 0.8801491260528564, 0.4418836832046509, 0.43082302808761597, 0.16274495422840118, 0.5047481656074524, 0.5470072627067566, 0.342100590467453, 0.0, 0.6808672547340393]"
3262,"[0.4650796055793762, 0.40135008096694946, 0.7932559847831726, 0.0, 0.7580300569534302, 0.0, 0.33282214403152466, 0.6482713222503662, 0.42954978346824646, 0.5779640078544617]"
3272,"[0.15944494307041168, 0.0, 0.5145187973976135, 0.07376743108034134, 0.6238508224487305, 0.3479813039302826, 0.3357940912246704, 0.5947810411453247, 0.6727253794670105, 1.005576491355896]"
3282,"[0.20237047970294952, 0.0, 0.40359216928482056, 0.7278478741645813, 0.5436202883720398, 0.1757117062807083, 0.19662967324256897, 1.2579599618911743, 0.0998721569776535, 0.411232054233551]"
3292,"[0.27828314900398254, 0.5905865430831909, 0.15604516863822937, 0.24206757545471191, 0.32570943236351013, 0.23201322555541992, 0.14242547750473022, 0.3063840866088867, 0.16712355613708496, 0.654999852180481]"
3302,"[0.07245097309350967, 0.14602211117744446, 0.6033473014831543, 0.9807800650596619, 0.5675619840621948, 0.7002922892570496, 0.006958005018532276, 0.4922448694705963, 0.5049046277999878, 0.48713576793670654]"
3312,"[0.006010881159454584, 0.2930254340171814, 0.045739542692899704, 0.1086462214589119, 0.02151576057076454, 0.0647069662809372, 0.17720387876033783, 0.11064343899488449, 0.039298951625823975, 0.15129941701889038]"
3322,"[0.0, 1.1945815086364746, 0.0, 0.0, 0.0, 0.0, 0.21429263055324554, 0.0, 0.13112924993038177, 0.0]"
3342,"[0.5863485336303711, 0.26217564940452576, 0.48247793316841125, 0.4198227822780609, 0.34868499636650085, 0.8330643177032471, 0.31986191868782043, 0.8337680101394653, 0.22880029678344727, 0.5162997245788574]"
3352,"[0.3267909586429596, 0.4417072832584381, 0.33391377329826355, 0.4051643908023834, 0.24884456396102905, 0.4094696640968323, 0.3801581561565399, 0.5865160822868347, 0.19254200160503387, 0.4362933933734894]"
3362,"[0.3231201469898224, 0.24649952352046967, 0.46322304010391235, 0.4042002856731415, 0.4031042456626892, 0.6973105669021606, 0.7867868542671204, 0.7395654916763306, 0.09793268889188766, 0.6877866983413696]"
3372,"[0.4675494134426117, 0.799992561340332, 0.2573230564594269, 0.13980107009410858, 0.24107205867767334, 0.634116530418396, 0.26175135374069214, 0.49598413705825806, 0.3960781991481781, 0.5845171809196472]"
3382,"[0.23676598072052002, 1.1142183542251587, 0.0, 0.05299927666783333, 0.49485015869140625, 0.2911064326763153, 0.755683183670044, 0.3180575668811798, 1.6763712167739868, 0.07992785423994064]"
3392,"[0.0, 0.3289449214935303, 0.14791785180568695, 0.7720022201538086, 0.2216508388519287, 0.0118673425167799, 0.15581829845905304, 0.07581666111946106, 0.5881549715995789, 0.4214099049568176]"
3402,"[0.3012862205505371, 0.4096551537513733, 0.06665937602519989, 0.3134869933128357, 0.9146019220352173, 0.8765844702720642, 0.08424969017505646, 0.6562533378601074, 0.6017904281616211, 0.23321634531021118]"
3412,"[0.21151727437973022, 0.5961936712265015, 0.25940561294555664, 0.2980007231235504, 0.3687969744205475, 0.9063094258308411, 0.5186266303062439, 0.4423205256462097, 0.21217423677444458, 0.41723009943962097]"
3422,"[0.3816204369068146, 0.18918615579605103, 0.8562409281730652, 0.28798171877861023, 0.42067015171051025, 0.309366911649704, 0.4959321916103363, 0.8521853685379028, 0.29984650015830994, 0.3494316041469574]"
3432,"[0.2226089984178543, 0.7837188839912415, 0.4175838232040405, 0.0, 0.12045491486787796, 0.14198537170886993, 0.0, 0.0, 0.628799319267273, 0.773518443107605]"
3442,"[0.0, 0.5037258267402649, 0.2284104824066162, 0.13865242898464203, 0.18655522167682648, 0.11310447007417679, 0.22119452059268951, 0.3402459919452667, 0.5291042923927307, 0.7939605712890625]"
3452,"[0.04858103021979332, 1.1226030588150024, 0.48468345403671265, 0.22030644118785858, 0.4975455105304718, 0.16085079312324524, 0.061938636004924774, 0.5770218372344971, 0.20097039639949799, 0.42754125595092773]"
3462,"[0.0, 0.20679867267608643, 0.18301112949848175, 0.5882923603057861, 0.6247702836990356, 1.097297191619873, 0.642027735710144, 0.9614270925521851, 0.10401003807783127, 0.3153577744960785]"
3472,"[0.027395684272050858, 0.3986174762248993, 0.12926645576953888, 0.0, 0.12119941413402557, 0.0, 0.0, 0.7149052023887634, 0.41232845187187195, 0.5187106132507324]"
3482,"[0.19117285311222076, 0.46798786520957947, 0.24722175300121307, 0.4056984782218933, 0.23642534017562866, 0.3465287387371063, 0.5372915267944336, 0.7288336157798767, 0.10221543908119202, 0.6167067289352417]"
3492,"[0.0, 0.39724889397621155, 0.0, 0.9238408207893372, 0.3265741765499115, 0.438849538564682, 0.3244447708129883, 1.2119060754776, 0.0, 0.4071197509765625]"
3502,"[0.3478679358959198, 0.943055272102356, 0.1912117451429367, 0.4222364127635956, 0.0, 0.12089435756206512, 0.7833319306373596, 0.4298793375492096, 0.20375673472881317, 0.5395642518997192]"
3512,"[0.0777665376663208, 0.9059078097343445, 0.5606032609939575, 0.8985974788665771, 0.02513837441802025, 0.4356669485569, 0.25872260332107544, 0.3639988899230957, 0.43909645080566406, 0.6713080406188965]"
3522,"[0.28740108013153076, 0.7221695780754089, 0.2691412568092346, 0.546575665473938, 0.24005356431007385, 1.1257823705673218, 0.7950116991996765, 0.6973512172698975, 0.053249407559633255, 0.671089768409729]"
